Dataset,True labels,DimReduction,PredictionMethod,Approach,Precision,Recall,FDR,F1
naiveB_1900_memoryB_154,Naive B/Memory B,NA,NA,sample,,0.0,,
naiveB_1900_memoryB_154,Naive B/Memory B,LinearSCVI_10,Logistic,LinearSCVI_10_Logistic,0.7222222222222222,0.9154929577464789,0.2777777777777778,0.8074534161490683
naiveB_1900_memoryB_154,Naive B/Memory B,LinearSCVI_10,SVM,LinearSCVI_10_SVM,0.6881720430107527,0.9014084507042254,0.3118279569892473,0.7804878048780488
naiveB_1900_memoryB_154,Naive B/Memory B,LinearSCVI_25,Logistic,LinearSCVI_25_Logistic,0.6597938144329897,0.9014084507042254,0.3402061855670103,0.7619047619047619
naiveB_1900_memoryB_154,Naive B/Memory B,LinearSCVI_25,SVM,LinearSCVI_25_SVM,0.6956521739130435,0.9014084507042254,0.30434782608695654,0.7852760736196318
naiveB_1900_memoryB_154,Naive B/Memory B,LinearSCVI_50,Logistic,LinearSCVI_50_Logistic,0.873015873015873,0.7746478873239436,0.12698412698412698,0.8208955223880596
naiveB_1900_memoryB_154,Naive B/Memory B,LinearSCVI_50,SVM,LinearSCVI_50_SVM,0.8703703703703703,0.6619718309859155,0.12962962962962962,0.752
naiveB_1900_memoryB_154,Naive B/Memory B,PCA,Logistic,PCA_Logistic,0.7948717948717948,0.8732394366197183,0.20512820512820512,0.832214765100671
naiveB_1900_memoryB_154,Naive B/Memory B,PCA,Mixscape,PCA_Mixscape,,0.0,,
naiveB_1900_memoryB_154,Naive B/Memory B,PCA,SVM,PCA_SVM,0.7317073170731707,0.8450704225352113,0.2682926829268293,0.7843137254901961
naiveB_1900_memoryB_154,Naive B/Memory B,SCVI_10,Logistic,SCVI_10_Logistic,0.84375,0.7605633802816901,0.15625,0.8
naiveB_1900_memoryB_154,Naive B/Memory B,SCVI_10,SVM,SCVI_10_SVM,0.8412698412698413,0.7464788732394366,0.15873015873015872,0.791044776119403
naiveB_1900_memoryB_154,Naive B/Memory B,SCVI_25,Logistic,SCVI_25_Logistic,0.8103448275862069,0.6619718309859155,0.1896551724137931,0.7286821705426356
naiveB_1900_memoryB_154,Naive B/Memory B,SCVI_25,SVM,SCVI_25_SVM,0.8775510204081632,0.6056338028169014,0.12244897959183673,0.7166666666666666
naiveB_1900_memoryB_154,Naive B/Memory B,SCVI_50,Logistic,SCVI_50_Logistic,0.7962962962962963,0.6056338028169014,0.2037037037037037,0.688
naiveB_1900_memoryB_154,Naive B/Memory B,SCVI_50,SVM,SCVI_50_SVM,0.9230769230769231,0.5070422535211268,0.07692307692307693,0.6545454545454545
